tiempo_s,x_odom,y_odom,phi_odom,vel_izq_radps,vel_der_radps,ps_front_max,waypoint_idx,casi_colision,x_gps,y_gps
26.624,0.0942,-0.0216,1.5223,3.56,3.567,70.19,4,0,,
26.688,0.0944,-0.0169,1.5246,3.43,3.422,71.34,4,0,,
26.752,0.0947,-0.0125,1.5223,3.293,3.3,72.12,4,0,,
26.816,0.0949,-0.0082,1.5246,3.174,3.166,68.12,4,0,,
26.88,0.0951,-0.004,1.5223,3.044,3.051,68.47,4,0,,
26.944,0.0953,-0.0,1.5223,2.927,2.934,69.54,4,0,,
27.008,0.0954,0.0038,1.5223,2.814,2.822,68.06,4,0,,
27.072,0.0956,0.0075,1.5246,2.714,2.706,71.67,4,0,,
27.136,0.0958,0.011,1.5223,2.603,2.611,68.53,4,0,,
27.2,0.0959,0.0144,1.5246,2.511,2.503,71.05,4,0,,
27.264,0.0961,0.0178,1.5246,2.413,2.405,71.68,4,0,,
27.328,0.0962,0.0209,1.5223,2.313,2.32,66.51,4,0,,
27.392,0.0964,0.024,1.5246,2.232,2.224,68.79,4,0,,
27.456,0.0965,0.0269,1.5223,2.139,2.147,69.38,4,0,,
27.52,0.0967,0.0297,1.5223,2.056,2.064,69.82,4,0,,
27.584,0.0968,0.0324,1.5223,1.977,1.985,71.67,4,0,,
27.648,0.0969,0.035,1.5223,1.902,1.91,69.74,4,0,,
27.712,0.097,0.0375,1.5246,1.836,1.829,69.64,4,0,,
27.776,0.0972,0.0399,1.5246,1.765,1.757,67.57,4,0,,
27.84,0.0973,0.0422,1.5223,1.691,1.699,69.47,4,0,,
27.904,0.0974,0.0444,1.5246,1.633,1.625,69.02,4,0,,
27.968,0.0975,0.0465,1.5223,1.563,1.571,68.93,4,0,,
28.032,0.0976,0.0486,1.5223,1.502,1.511,71.69,4,0,,
28.096,0.0977,0.0506,1.5246,1.452,1.444,71.39,4,0,,
28.16,0.0978,0.0524,1.5223,1.389,1.398,72.48,4,0,,
28.224,0.0978,0.0543,1.5246,1.342,1.335,72.15,4,0,,
28.288,0.0979,0.056,1.5223,1.284,1.292,67.37,4,0,,
28.352,0.098,0.0577,1.5223,1.234,1.243,68.27,4,0,,
28.416,0.0981,0.0593,1.5246,1.195,1.188,70.32,4,0,,
28.48,0.0981,0.0609,1.5246,1.15,1.143,67.17,4,0,,
28.544,0.0982,0.0624,1.5246,1.105,1.098,70.15,4,0,,
28.608,0.0983,0.0638,1.5246,1.064,1.056,70.91,4,0,,
28.672,0.0984,0.0652,1.5246,1.022,1.015,74.9,4,0,,
28.736,0.0984,0.0666,1.5223,0.975,0.983,70.71,4,0,,
28.8,0.0985,0.0679,1.5223,0.937,0.945,69.13,4,0,,
28.864,0.0985,0.0691,1.5246,0.909,0.902,68.6,4,0,,
28.928,0.0986,0.0703,1.5246,2.085,-2.085,69.05,5,0,,
28.992,0.0986,0.0703,1.4274,2.085,-2.085,70.58,5,0,,
29.056,0.0986,0.0703,1.3326,2.085,-2.085,70.98,5,0,,
29.12,0.0986,0.0703,1.2355,2.085,-2.085,68.57,5,0,,
29.184,0.0986,0.0703,1.1406,2.085,-2.085,69.29,5,0,,
29.248,0.0986,0.0703,1.0435,2.085,-2.085,70.8,5,0,,
29.312,0.0986,0.0703,0.9486,2.085,-2.085,74.29,5,0,,
29.376,0.0986,0.0703,0.8515,2.085,-2.085,69.87,5,0,,
29.44,0.0986,0.0703,0.7566,2.085,-2.085,68.53,5,0,,
29.504,0.0986,0.0703,0.6595,1.783,-1.783,67.36,5,0,,
29.568,0.0986,0.0703,0.5782,1.501,-1.501,73.52,5,0,,
29.632,0.0986,0.0703,0.5082,1.257,-1.257,67.58,5,0,,
29.696,0.0986,0.0703,0.4517,1.061,-1.061,69.32,5,0,,
29.76,0.0986,0.0703,0.402,0.888,-0.888,71.22,5,0,,
29.824,0.0986,0.0703,0.3614,0.747,-0.747,70.23,5,0,,
29.888,0.0986,0.0703,0.3275,0.629,-0.629,71.64,5,0,,
29.952,0.0986,0.0703,0.2981,0.527,-0.527,68.13,5,0,,
30.016,0.0986,0.0703,0.2733,0.441,-0.441,66.69,5,0,,
30.08,0.0986,0.0703,0.253,0.37,-0.37,66.41,5,0,,
30.144,0.0986,0.0703,0.2372,0.315,-0.315,70.56,5,0,,
30.208,0.0986,0.0703,0.2213,0.26,-0.26,66.99,5,0,,
30.272,0.0986,0.0703,0.21,0.221,-0.221,69.22,5,0,,
30.336,0.0986,0.0703,0.201,0.19,-0.19,68.91,5,0,,
30.4,0.0986,0.0703,0.192,0.158,-0.158,73.75,5,0,,
30.464,0.0986,0.0703,0.1829,0.127,-0.127,70.47,5,0,,
30.528,0.0986,0.0703,0.1784,0.111,-0.111,72.32,5,0,,
30.592,0.0986,0.0703,0.1739,0.095,-0.095,68.62,5,0,,
30.656,0.0986,0.0703,0.1694,0.08,-0.08,70.36,5,0,,
30.72,0.0986,0.0703,0.1649,3.966,3.838,72.18,5,0,,
30.784,0.1036,0.0711,0.1604,3.952,3.853,68.87,5,0,,
30.848,0.1087,0.0719,0.1581,3.946,3.859,72.82,5,0,,
30.912,0.1137,0.0727,0.1581,3.947,3.858,71.3,5,0,,
30.976,0.1188,0.0735,0.1558,3.94,3.865,68.13,5,0,,
31.04,0.1238,0.0743,0.1536,3.933,3.872,71.17,5,0,,
31.104,0.1289,0.0751,0.1536,3.934,3.871,68.51,5,0,,
31.168,0.1339,0.0759,0.1513,3.927,3.878,71.02,5,0,,
31.232,0.139,0.0767,0.1513,3.928,3.877,68.52,5,0,,
31.296,0.144,0.0774,0.1491,3.921,3.884,72.5,5,0,,
31.36,0.1491,0.0782,0.1491,3.921,3.884,72.46,5,0,,
31.424,0.1541,0.0789,0.1468,3.914,3.891,69.43,5,0,,
31.488,0.1592,0.0797,0.1468,3.914,3.89,68.1,5,0,,
31.552,0.1643,0.0804,0.1446,3.907,3.898,69.58,5,0,,
31.616,0.1693,0.0812,0.1468,3.877,3.852,69.14,5,0,,
31.68,0.1743,0.0819,0.1446,3.721,3.711,66.77,5,0,,
31.744,0.1792,0.0826,0.1446,3.578,3.567,66.69,5,0,,
31.808,0.1838,0.0833,0.1446,3.443,3.432,69.68,5,0,,
31.872,0.1882,0.0839,0.1446,3.311,3.3,71.99,5,0,,
31.936,0.1926,0.0845,0.1446,3.183,3.171,69.81,5,0,,
32.0,0.1966,0.0851,0.1446,3.063,3.05,69.36,5,0,,
32.064,0.2006,0.0857,0.1423,2.936,2.939,72.04,5,0,,
32.128,0.2044,0.0863,0.1446,2.833,2.82,68.36,5,0,,
32.192,0.2081,0.0868,0.1446,2.724,2.711,68.52,5,0,,
32.256,0.2116,0.0873,0.1423,2.613,2.615,69.63,5,0,,
32.32,0.215,0.0878,0.1423,2.511,2.513,69.62,5,0,,
32.384,0.2183,0.0883,0.1446,2.423,2.409,67.78,5,0,,
32.448,0.2214,0.0887,0.1423,2.323,2.325,67.2,5,0,,
32.512,0.2245,0.0892,0.1423,2.232,2.234,71.89,5,0,,
32.576,0.2273,0.0896,0.1446,2.155,2.141,72.33,5,0,,
32.64,0.2301,0.09,0.1423,2.067,2.068,69.77,5,0,,
32.704,0.2328,0.0904,0.1446,1.994,1.979,68.06,5,0,,
32.768,0.2354,0.0907,0.1423,1.909,1.91,66.48,5,0,,
32.832,0.2379,0.0911,0.1423,1.837,1.838,71.89,5,0,,
32.896,0.2403,0.0914,0.1423,1.765,1.767,71.07,5,0,,
32.96,0.2426,0.0918,0.1423,1.698,1.699,72.1,5,0,,
33.024,0.2447,0.0921,0.1423,1.634,1.635,66.92,5,0,,
33.088,0.2469,0.0924,0.1423,1.569,1.571,68.45,5,0,,
33.152,0.2489,0.0927,0.1423,1.509,1.51,69.55,5,0,,
33.216,0.2509,0.0929,0.1423,1.453,1.454,69.26,5,0,,
33.28,0.2528,0.0932,0.1423,1.396,1.397,73.25,5,0,,
33.344,0.2545,0.0935,0.1423,1.343,1.345,69.25,5,0,,
33.408,0.2563,0.0937,0.1423,1.29,1.292,66.64,5,0,,
33.472,0.258,0.094,0.1423,1.241,1.243,70.02,5,0,,
33.536,0.2596,0.0942,0.1423,1.192,1.194,70.73,5,0,,
33.6,0.2612,0.0944,0.1423,1.147,1.149,68.78,5,0,,
33.664,0.2626,0.0946,0.1446,1.112,1.098,72.51,5,0,,
33.728,0.2641,0.0949,0.1423,1.061,1.062,71.65,5,0,,
33.792,0.2655,0.0951,0.1423,1.019,1.021,71.12,5,0,,
33.856,0.2668,0.0952,0.1423,0.982,0.983,70.4,5,0,,
33.92,0.2681,0.0954,0.1423,0.944,0.945,74.97,5,0,,
33.984,0.2693,0.0956,0.1423,0.906,0.908,70.82,5,0,,
34.048,0.2705,0.0958,0.1423,-2.085,2.085,69.85,6,0,,
34.112,0.2705,0.0958,0.2372,-2.085,2.085,69.39,6,0,,
34.176,0.2705,0.0958,0.3365,-2.085,2.085,70.42,6,0,,
34.24,0.2705,0.0958,0.4314,-2.085,2.085,70.63,6,0,,
34.304,0.2705,0.0958,0.5263,-2.085,2.085,71.24,6,0,,
34.368,0.2705,0.0958,0.6211,-2.085,2.085,72.68,6,0,,
34.432,0.2704,0.0957,0.7182,-2.085,2.085,67.72,6,0,,
34.496,0.2705,0.0958,0.8154,-2.085,2.085,65.25,6,0,,
34.56,0.2705,0.0958,0.9102,-1.797,1.797,68.74,6,0,,
34.624,0.2705,0.0958,0.9915,-1.514,1.514,68.64,6,0,,
34.688,0.2705,0.0958,1.0638,-1.263,1.263,71.49,6,0,,
34.752,0.2705,0.0958,1.1225,-1.059,1.059,70.95,6,0,,
34.816,0.2705,0.0958,1.1677,-0.902,0.902,70.69,6,0,,
34.88,0.2705,0.0958,1.2129,-0.745,0.745,68.42,6,0,,
34.944,0.2705,0.0958,1.2445,-0.635,0.635,70.94,6,0,,
35.008,0.2705,0.0958,1.2761,-0.525,0.525,68.09,6,0,,
35.072,0.2705,0.0958,1.2987,-0.447,0.447,71.78,6,0,,
35.136,0.2705,0.0957,1.319,-0.376,0.376,72.33,6,0,,
35.2,0.2705,0.0958,1.3348,-0.321,0.321,70.64,6,0,,
35.264,0.2705,0.0958,1.3529,-0.258,0.258,70.11,6,0,,
35.328,0.2705,0.0958,1.3619,-0.227,0.227,68.1,6,0,,
35.392,0.2705,0.0958,1.3755,-0.18,0.18,70.11,6,0,,
35.456,0.2705,0.0958,1.38,-0.164,0.164,70.5,6,0,,
35.52,0.2705,0.0958,1.389,-0.133,0.133,70.19,6,0,,
35.584,0.2705,0.0957,1.3958,-0.109,0.109,69.62,6,0,,
35.648,0.2705,0.0957,1.4003,-0.093,0.093,67.63,6,0,,
35.712,0.2705,0.0957,1.4048,-0.078,0.078,70.35,6,0,,
35.776,0.2705,0.0958,1.4071,-0.07,0.07,68.26,6,0,,
35.84,0.2705,0.0958,1.4116,3.848,3.957,69.87,6,0,,
35.904,0.2713,0.1008,1.4139,3.855,3.95,73.07,6,0,,
35.968,0.2721,0.1058,1.4161,3.862,3.943,70.02,6,0,,
36.032,0.2729,0.111,1.4184,3.868,3.936,67.35,6,0,,
36.096,0.2736,0.116,1.4207,3.875,3.929,70.04,6,0,,
36.16,0.2744,0.121,1.4229,3.883,3.922,70.09,6,0,,
36.224,0.2751,0.1261,1.4207,3.874,3.931,72.47,6,0,,
36.288,0.2759,0.1311,1.4229,3.881,3.924,69.17,6,0,,
36.352,0.2766,0.1362,1.4229,3.881,3.924,68.26,6,0,,
36.416,0.2774,0.1412,1.4252,3.888,3.917,69.17,6,0,,
36.48,0.2781,0.1463,1.4252,3.887,3.917,69.51,6,0,,
36.544,0.2789,0.1513,1.4274,3.895,3.91,71.52,6,0,,
36.608,0.2796,0.1564,1.4274,3.895,3.91,71.85,6,0,,
36.672,0.2803,0.1615,1.4274,3.894,3.911,69.74,6,0,,
36.736,0.2811,0.1665,1.4274,3.894,3.911,69.33,6,0,,
36.8,0.2818,0.1716,1.4274,3.787,3.805,69.03,6,0,,
36.864,0.2825,0.1766,1.4274,3.64,3.658,70.64,6,0,,
36.928,0.2832,0.1813,1.4274,3.5,3.519,67.49,6,0,,
36.992,0.2838,0.1858,1.4297,3.374,3.378,67.47,6,0,,
37.056,0.2845,0.1902,1.4274,3.236,3.256,68.65,6,0,,
37.12,0.2851,0.1945,1.4297,3.117,3.122,70.75,6,0,,
37.184,0.2856,0.1984,1.4297,3.0,3.005,74.21,6,0,,
37.248,0.2862,0.2024,1.4297,2.883,2.888,69.59,6,0,,
37.312,0.2867,0.2061,1.4297,2.774,2.779,67.64,6,0,,
37.376,0.2872,0.2097,1.432,2.675,2.664,70.42,6,0,,
37.44,0.2877,0.2132,1.4297,2.563,2.568,70.95,6,0,,
37.504,0.2882,0.2165,1.4297,2.465,2.47,69.72,6,0,,
37.568,0.2887,0.2197,1.4297,2.371,2.376,70.34,6,0,,
37.632,0.2891,0.2228,1.4297,2.28,2.286,73.05,6,0,,
37.696,0.2895,0.2258,1.432,2.2,2.189,69.88,6,0,,
37.76,0.2899,0.2286,1.4297,2.107,2.112,67.98,6,0,,
37.824,0.2903,0.2313,1.4297,2.028,2.033,69.25,6,0,,
37.888,0.2907,0.234,1.4297,1.949,1.954,70.19,6,0,,
37.952,0.291,0.2365,1.4297,1.873,1.879,70.45,6,0,,
38.016,0.2914,0.239,1.4297,1.801,1.808,65.44,6,0,,
38.08,0.2917,0.2413,1.432,1.74,1.73,71.74,6,0,,
38.144,0.292,0.2435,1.4297,1.666,1.672,71.61,6,0,,
38.208,0.2923,0.2457,1.4297,1.602,1.608,68.76,6,0,,
38.272,0.2926,0.2478,1.432,1.547,1.538,70.85,6,0,,
38.336,0.2929,0.2498,1.4297,1.481,1.487,72.25,6,0,,
38.4,0.2932,0.2518,1.432,1.431,1.421,69.56,6,0,,
38.464,0.2935,0.2536,1.4297,1.368,1.374,70.05,6,0,,
38.528,0.2937,0.2554,1.4297,1.315,1.322,70.8,6,0,,
38.592,0.2939,0.2571,1.4297,1.266,1.273,71.91,6,0,,
38.656,0.2942,0.2587,1.4297,1.217,1.224,69.03,6,0,,
38.72,0.2944,0.2603,1.432,1.178,1.169,71.09,6,0,,
38.784,0.2946,0.2618,1.432,1.133,1.124,68.53,6,0,,
38.848,0.2948,0.2633,1.4297,1.082,1.088,66.91,6,0,,
38.912,0.295,0.2647,1.4297,1.04,1.047,70.15,6,0,,
38.976,0.2952,0.266,1.432,1.008,0.999,68.66,6,0,,
39.04,0.2954,0.2674,1.4297,0.961,0.968,69.11,6,0,,
39.104,0.2956,0.2686,1.432,0.933,0.924,72.64,6,0,,
39.168,0.2957,0.2699,1.432,0.895,0.886,67.76,6,0,,
39.232,0.2959,0.271,1.432,2.085,-2.085,66.48,7,0,,
39.296,0.2959,0.2709,1.3348,2.085,-2.085,70.57,7,0,,
39.36,0.2959,0.271,1.2377,2.085,-2.085,69.8,7,0,,
39.424,0.2959,0.271,1.1428,2.085,-2.085,69.47,7,0,,
39.488,0.2959,0.271,1.048,2.085,-2.085,68.41,7,0,,
39.552,0.2959,0.271,0.9509,2.085,-2.085,64.53,7,0,,
39.616,0.2959,0.271,0.8537,2.085,-2.085,66.74,7,0,,
39.68,0.2959,0.271,0.7589,2.085,-2.085,70.25,7,0,,
39.744,0.2959,0.271,0.664,1.817,-1.817,68.8,7,0,,
39.808,0.2959,0.271,0.5782,1.519,-1.519,71.01,7,0,,
39.872,0.2959,0.271,0.5104,1.284,-1.284,73.66,7,0,,
39.936,0.2959,0.271,0.4517,1.08,-1.08,72.36,7,0,,
40.0,0.2959,0.271,0.402,0.907,-0.907,68.62,7,0,,
40.064,0.2959,0.271,0.3591,0.757,-0.757,68.97,7,0,,
40.128,0.2959,0.271,0.3252,0.64,-0.64,72.01,7,0,,
40.192,0.2959,0.271,0.2936,0.53,-0.53,68.7,7,0,,
40.256,0.2959,0.271,0.271,0.451,-0.451,71.2,7,0,,
40.32,0.2959,0.271,0.2484,0.373,-0.373,70.08,7,0,,
40.384,0.2959,0.271,0.2326,0.318,-0.318,72.74,7,0,,
40.448,0.2959,0.271,0.2168,0.263,-0.263,68.35,7,0,,
40.512,0.2959,0.271,0.2055,0.224,-0.224,74.58,7,0,,
40.576,0.2959,0.271,0.1942,0.185,-0.185,71.35,7,0,,
40.64,0.2959,0.271,0.1875,0.161,-0.161,69.87,7,0,,
40.704,0.2959,0.271,0.1807,0.137,-0.137,70.79,7,0,,
40.768,0.2959,0.271,0.1717,0.106,-0.106,71.1,7,0,,
40.832,0.2959,0.271,0.1671,0.09,-0.09,69.7,7,0,,
40.896,0.2959,0.271,0.1626,0.075,-0.075,69.85,7,0,,
40.96,0.2959,0.271,0.1604,3.969,3.836,68.76,7,0,,
41.024,0.3009,0.2718,0.1558,3.955,3.85,72.52,7,0,,
41.088,0.306,0.2726,0.1558,3.956,3.848,71.07,7,0,,
41.152,0.3111,0.2734,0.1536,3.95,3.855,70.67,7,0,,
41.216,0.3161,0.2742,0.1513,3.943,3.862,70.55,7,0,,
41.28,0.3211,0.2749,0.1491,3.936,3.868,69.41,7,0,,
41.344,0.3263,0.2757,0.1468,3.929,3.875,70.74,7,0,,
41.408,0.3313,0.2764,0.1446,3.922,3.883,72.63,7,0,,
41.472,0.3363,0.2772,0.1468,3.931,3.874,69.59,7,0,,
41.536,0.3414,0.2779,0.1446,3.924,3.881,70.21,7,0,,
41.6,0.3465,0.2786,0.1446,3.925,3.88,68.0,7,0,,
41.664,0.3515,0.2794,0.1423,3.917,3.888,70.32,7,0,,
41.728,0.3566,0.2801,0.1423,3.918,3.887,70.95,7,0,,
41.792,0.3616,0.2808,0.14,3.91,3.894,67.41,7,0,,
41.856,0.3667,0.2815,0.14,3.911,3.894,70.81,7,0,,
41.92,0.3718,0.2822,0.1378,3.79,3.789,76.34,7,0,,
41.984,0.3767,0.2829,0.14,3.653,3.636,70.8,7,0,,
42.048,0.3814,0.2836,0.14,3.514,3.496,74.21,7,0,,
42.112,0.386,0.2842,0.14,3.378,3.36,68.77,7,0,,
42.176,0.3904,0.2849,0.1378,3.241,3.238,68.6,7,0,,
42.24,0.3946,0.2854,0.1378,3.117,3.113,68.01,7,0,,
42.304,0.3985,0.286,0.1378,3.0,2.996,65.58,7,0,,
42.368,0.4025,0.2865,0.1378,2.883,2.879,69.85,7,0,,
42.432,0.4062,0.287,0.1378,2.774,2.77,70.37,7,0,,
42.496,0.4099,0.2876,0.1378,2.665,2.661,71.02,7,0,,
42.56,0.4133,0.288,0.1378,2.563,2.559,70.76,7,0,,
42.624,0.4166,0.2885,0.1378,2.465,2.461,69.88,7,0,,
42.688,0.4198,0.2889,0.1378,2.371,2.367,70.13,7,0,,
42.752,0.4229,0.2894,0.1378,2.281,2.276,68.79,7,0,,
42.816,0.4258,0.2898,0.1378,2.194,2.189,68.61,7,0,,
42.88,0.4287,0.2902,0.1355,2.101,2.112,72.12,7,0,,
42.944,0.4314,0.2905,0.1378,2.028,2.024,68.49,7,0,,
43.008,0.434,0.2909,0.1355,1.943,1.954,70.45,7,0,,
43.072,0.4365,0.2912,0.1378,1.877,1.873,70.38,7,0,,
43.136,0.439,0.2916,0.1355,1.796,1.807,74.55,7,0,,
43.2,0.4414,0.2919,0.1378,1.734,1.73,69.8,7,0,,
43.264,0.4436,0.2922,0.1355,1.66,1.672,67.74,7,0,,
43.328,0.4458,0.2925,0.14,1.612,1.592,68.04,7,0,,
43.392,0.4479,0.2928,0.1378,1.542,1.538,67.48,7,0,,
43.456,0.4499,0.2931,0.1355,1.476,1.487,68.1,7,0,,
43.52,0.4518,0.2934,0.1378,1.425,1.421,66.23,7,0,,
43.584,0.4536,0.2936,0.1378,1.373,1.368,71.9,7,0,,
43.648,0.4554,0.2938,0.1378,1.32,1.315,69.41,7,0,,
43.712,0.4571,0.2941,0.1355,1.261,1.272,67.67,7,0,,
43.776,0.4587,0.2943,0.1378,1.222,1.217,65.98,7,0,,
43.84,0.4604,0.2945,0.1378,1.173,1.168,68.76,7,0,,
43.904,0.4619,0.2947,0.1378,1.128,1.123,67.18,7,0,,
43.968,0.4633,0.2949,0.1378,1.086,1.081,70.24,7,0,,
44.032,0.4647,0.2951,0.1378,1.045,1.04,71.18,7,0,,
44.096,0.4661,0.2953,0.1378,1.004,0.998,67.06,7,0,,
44.16,0.4674,0.2955,0.1378,0.966,0.961,70.07,7,0,,
44.224,0.4687,0.2957,0.1378,0.929,0.923,71.67,7,0,,
44.288,0.4699,0.2958,0.1355,0.885,0.895,69.84,7,0,,
44.352,0.471,0.296,0.1355,-2.085,2.085,68.91,8,0,,
44.416,0.471,0.296,0.2326,-2.085,2.085,68.76,8,0,,
44.48,0.471,0.296,0.3298,-2.085,2.085,66.49,8,0,,
44.544,0.471,0.296,0.4246,-2.085,2.085,67.72,8,0,,
44.608,0.471,0.296,0.5195,-2.085,2.085,71.97,8,0,,
44.672,0.471,0.296,0.6166,-2.085,2.085,69.84,8,0,,
44.736,0.471,0.296,0.7137,-2.085,2.085,71.81,8,0,,
44.8,0.471,0.296,0.8086,-2.085,2.085,66.62,8,0,,
44.864,0.471,0.296,0.9034,-1.829,1.829,69.68,8,0,,
44.928,0.471,0.296,0.9893,-1.531,1.531,70.8,8,0,,
44.992,0.471,0.296,1.0593,-1.287,1.287,68.1,8,0,,
45.056,0.471,0.296,1.118,-1.083,1.083,72.01,8,0,,
45.12,0.471,0.296,1.17,-0.903,0.903,68.85,8,0,,
45.184,0.471,0.296,1.2106,-0.761,0.761,70.23,8,0,,
45.248,0.471,0.296,1.2445,-0.643,0.643,69.13,8,0,,
45.312,0.471,0.296,1.2738,-0.541,0.541,72.95,8,0,,
45.376,0.471,0.296,1.301,-0.447,0.447,72.7,8,0,,
45.44,0.471,0.296,1.319,-0.384,0.384,68.34,8,0,,
45.504,0.471,0.296,1.3371,-0.322,0.322,69.06,8,0,,
45.568,0.471,0.296,1.3506,-0.275,0.275,66.43,8,0,,
45.632,0.471,0.296,1.3642,-0.227,0.227,69.88,8,0,,
45.696,0.471,0.296,1.3755,-0.188,0.188,64.64,8,0,,
45.76,0.471,0.296,1.3845,-0.157,0.157,74.59,8,0,,
45.824,0.471,0.296,1.3913,-0.133,0.133,67.51,8,0,,
45.888,0.471,0.296,1.3958,-0.118,0.118,69.2,8,0,,
45.952,0.471,0.296,1.4026,-0.094,0.094,71.76,8,0,,
46.016,0.471,0.296,1.4071,-0.078,0.078,71.37,8,0,,
46.08,0.471,0.296,1.4094,-0.07,0.07,70.58,8,0,,
46.144,0.471,0.296,1.4139,3.848,3.957,66.07,8,0,,
46.208,0.4718,0.301,1.4161,3.854,3.951,69.65,8,0,,
46.272,0.4726,0.3061,1.4184,3.861,3.944,70.79,8,0,,
46.336,0.4734,0.3112,1.4207,3.868,3.937,67.3,8,0,,
46.4,0.4741,0.3163,1.4229,3.875,3.93,71.33,8,0,,
46.464,0.4749,0.3213,1.4252,3.882,3.923,69.88,8,0,,
46.528,0.4756,0.3264,1.4252,3.881,3.924,71.58,8,0,,
46.592,0.4763,0.3313,1.4252,3.881,3.924,70.5,8,0,,
46.656,0.4771,0.3364,1.4252,3.88,3.925,68.5,8,0,,
46.72,0.4778,0.3415,1.4274,3.887,3.918,69.94,8,0,,
46.784,0.4786,0.3466,1.4274,3.887,3.918,67.99,8,0,,
46.848,0.4793,0.3516,1.4297,3.894,3.911,72.7,8,0,,
46.912,0.48,0.3567,1.4297,3.894,3.911,69.6,8,0,,
46.976,0.4807,0.3618,1.4297,3.894,3.911,70.73,8,0,,
47.04,0.4814,0.3668,1.432,3.901,3.904,66.36,8,0,,
47.104,0.4821,0.3719,1.4297,3.777,3.795,68.41,8,0,,
47.168,0.4828,0.3768,1.4297,3.63,3.649,68.96,8,0,,
47.232,0.4835,0.3815,1.432,3.5,3.504,70.41,8,0,,
47.296,0.4841,0.3861,1.432,3.364,3.368,68.21,8,0,,
47.36,0.4848,0.3904,1.432,3.236,3.24,67.01,8,0,,
47.424,0.4853,0.3946,1.432,3.112,3.116,69.22,8,0,,
47.488,0.4859,0.3987,1.432,2.991,2.995,70.46,8,0,,
47.552,0.4864,0.4025,1.432,2.878,2.882,69.73,8,0,,
47.616,0.487,0.4064,1.432,2.765,2.769,69.82,8,0,,
47.68,0.4875,0.4099,1.432,2.659,2.664,70.71,8,0,,
47.744,0.488,0.4134,1.432,2.557,2.562,70.04,8,0,,
47.808,0.4884,0.4167,1.432,2.459,2.465,69.51,8,0,,
47.872,0.4889,0.4199,1.432,2.365,2.37,71.01,8,0,,
47.936,0.4893,0.4229,1.432,2.274,2.28,69.07,8,0,,
48.0,0.4897,0.4259,1.432,2.188,2.194,69.29,8,0,,
48.064,0.4901,0.4288,1.432,2.101,2.107,72.99,8,0,,
48.128,0.4905,0.4315,1.432,2.021,2.028,67.64,8,0,,
48.192,0.4909,0.4342,1.432,1.942,1.949,67.61,8,0,,
48.256,0.4912,0.4366,1.4342,1.877,1.868,68.39,8,0,,
48.32,0.4916,0.4391,1.432,1.795,1.802,69.91,8,0,,
48.384,0.4919,0.4414,1.432,1.727,1.734,71.52,8,0,,
48.448,0.4922,0.4437,1.4342,1.669,1.661,68.39,8,0,,
48.512,0.4925,0.4458,1.4342,1.605,1.596,68.71,8,0,,
48.576,0.4928,0.4479,1.432,1.535,1.542,71.64,8,0,,
48.64,0.493,0.4499,1.4342,1.485,1.476,73.31,8,0,,
48.704,0.4933,0.4519,1.432,1.419,1.425,68.97,8,0,,
48.768,0.4936,0.4537,1.432,1.366,1.372,68.18,8,0,,
48.832,0.4938,0.4555,1.432,1.313,1.32,66.98,8,0,,
48.896,0.4941,0.4572,1.4342,1.27,1.261,69.14,8,0,,
48.96,0.4943,0.4588,1.4342,1.221,1.212,69.15,8,0,,
49.024,0.4945,0.4604,1.432,1.166,1.173,70.9,8,0,,
49.088,0.4947,0.462,1.432,1.121,1.128,71.17,8,0,,
49.152,0.4949,0.4634,1.432,1.079,1.086,69.59,8,0,,
49.216,0.4951,0.4648,1.432,1.038,1.045,69.58,8,0,,
49.28,0.4953,0.4662,1.432,0.996,1.004,69.94,8,0,,
49.344,0.4955,0.4674,1.432,0.958,0.966,67.35,8,0,,
49.408,0.4957,0.4686,1.4342,0.93,0.922,72.85,8,0,,
49.472,0.4958,0.4699,1.4342,0.893,0.885,70.86,8,0,,
49.536,0.496,0.4711,1.4342,2.085,-2.085,69.35,9,0,,
49.6,0.496,0.471,1.3371,2.085,-2.085,68.65,9,0,,
49.664,0.496,0.4711,1.24,2.085,-2.085,70.82,9,0,,
49.728,0.496,0.4711,1.1451,2.085,-2.085,70.69,9,0,,
49.792,0.496,0.4711,1.0502,2.085,-2.085,70.92,9,0,,
49.856,0.496,0.471,0.9531,2.085,-2.085,72.51,9,0,,
49.92,0.496,0.471,0.8583,2.085,-2.085,70.27,9,0,,
49.984,0.496,0.4711,0.7611,2.085,-2.085,70.84,9,0,,
50.048,0.496,0.4711,0.6663,1.826,-1.826,67.5,9,0,,
50.112,0.496,0.4711,0.5805,1.528,-1.528,68.25,9,0,,
50.176,0.496,0.4711,0.5127,1.292,-1.292,70.65,9,0,,
50.24,0.4959,0.471,0.4517,1.08,-1.08,68.98,9,0,,
50.304,0.4959,0.471,0.402,0.907,-0.907,68.94,9,0,,
50.368,0.496,0.4711,0.3591,0.758,-0.758,70.02,9,0,,
50.432,0.4959,0.471,0.3252,0.64,-0.64,69.01,9,0,,
50.496,0.496,0.4711,0.2959,0.538,-0.538,69.82,9,0,,
50.56,0.4959,0.471,0.271,0.452,-0.452,70.99,9,0,,
50.624,0.496,0.4711,0.2507,0.381,-0.381,71.19,9,0,,
50.688,0.496,0.4711,0.2326,0.319,-0.319,68.22,9,0,,
50.752,0.496,0.4711,0.2191,0.272,-0.272,70.32,9,0,,
