tiempo_s,x_odom,y_odom,phi_odom,vel_izq_radps,vel_der_radps,ps_front_max,waypoint_idx,casi_colision,x_gps,y_gps
50.816,0.496,0.4711,0.2055,0.224,-0.224,69.78,9,0,,
50.88,0.496,0.4711,0.1965,0.193,-0.193,68.75,9,0,,
50.944,0.496,0.4711,0.1875,0.162,-0.162,67.64,9,0,,
51.008,0.496,0.4711,0.1784,0.13,-0.13,67.89,9,0,,
51.072,0.496,0.4711,0.1739,0.115,-0.115,71.33,9,0,,
51.136,0.4959,0.471,0.1671,0.091,-0.091,69.76,9,0,,
51.2,0.496,0.4711,0.1649,0.083,-0.083,69.29,9,0,,
51.264,0.496,0.4711,0.1604,3.97,3.835,69.54,9,0,,
51.328,0.501,0.4719,0.1581,3.964,3.841,71.58,9,0,,
51.392,0.5061,0.4727,0.1536,3.949,3.856,75.16,9,0,,
51.456,0.5111,0.4734,0.1513,3.943,3.862,73.17,9,0,,
51.52,0.5162,0.4742,0.1491,3.936,3.869,73.5,9,0,,
51.584,0.5213,0.475,0.1491,3.937,3.868,72.47,9,0,,
51.648,0.5263,0.4757,0.1468,3.93,3.875,70.42,9,0,,
51.712,0.5314,0.4765,0.1468,3.931,3.874,67.73,9,0,,
51.776,0.5364,0.4772,0.1446,3.923,3.881,70.37,9,0,,
51.84,0.5415,0.4779,0.1423,3.916,3.889,70.55,9,0,,
51.904,0.5465,0.4787,0.1423,3.917,3.888,72.76,9,0,,
51.968,0.5516,0.4794,0.1423,3.917,3.888,69.69,9,0,,
52.032,0.5567,0.4801,0.14,3.91,3.895,67.03,9,0,,
52.096,0.5617,0.4808,0.1423,3.918,3.887,69.12,9,0,,
52.16,0.5668,0.4815,0.14,3.91,3.894,72.66,9,0,,
52.224,0.5718,0.4823,0.14,3.795,3.778,69.6,9,0,,
52.288,0.5768,0.4829,0.1378,3.642,3.641,71.82,9,0,,
52.352,0.5815,0.4836,0.14,3.509,3.491,70.45,9,0,,
52.416,0.5861,0.4842,0.1378,3.367,3.365,72.45,9,0,,
52.48,0.5904,0.4848,0.1378,3.239,3.237,68.86,9,0,,
52.544,0.5946,0.4854,0.1378,3.115,3.113,67.54,9,0,,
52.608,0.5987,0.486,0.1378,2.995,2.992,69.21,9,0,,
52.672,0.6025,0.4865,0.1378,2.882,2.879,72.16,9,0,,
52.736,0.6063,0.487,0.14,2.778,2.76,70.59,9,0,,
52.8,0.6099,0.4876,0.1378,2.663,2.66,68.91,9,0,,
52.864,0.6134,0.488,0.1378,2.562,2.558,72.6,9,0,,
52.928,0.6167,0.4885,0.1378,2.464,2.46,70.61,9,0,,
52.992,0.6199,0.4889,0.1378,2.37,2.366,70.5,9,0,,
53.056,0.6229,0.4894,0.1378,2.279,2.276,72.06,9,0,,
53.12,0.6259,0.4898,0.1378,2.193,2.189,69.87,9,0,,
53.184,0.6288,0.4902,0.1378,2.106,2.102,69.07,9,0,,
53.248,0.6315,0.4905,0.1378,2.027,2.023,71.08,9,0,,
53.312,0.6341,0.4909,0.1378,1.948,1.944,70.55,9,0,,
53.376,0.6367,0.4913,0.1378,1.873,1.868,71.15,9,0,,
53.44,0.6391,0.4916,0.1378,1.801,1.797,70.49,9,0,,
53.504,0.6414,0.4919,0.1378,1.734,1.729,71.13,9,0,,
53.568,0.6436,0.4922,0.1355,1.66,1.671,69.9,9,0,,
53.632,0.6458,0.4925,0.1355,1.596,1.607,72.48,9,0,,
53.696,0.6479,0.4928,0.1378,1.541,1.537,72.95,9,0,,
53.76,0.65,0.4931,0.1378,1.481,1.476,69.87,9,0,,
53.824,0.6519,0.4934,0.1378,1.425,1.42,70.19,9,0,,
53.888,0.6537,0.4936,0.1378,1.372,1.367,70.56,9,0,,
53.952,0.6554,0.4939,0.1378,1.319,1.314,68.68,9,0,,
54.016,0.6572,0.4941,0.1355,1.26,1.271,69.13,9,0,,
54.08,0.6588,0.4943,0.1378,1.221,1.216,68.81,9,0,,
54.144,0.6604,0.4945,0.1378,1.172,1.167,69.48,9,0,,
54.208,0.6619,0.4948,0.1378,1.127,1.122,70.21,9,0,,
54.272,0.6633,0.4949,0.1378,1.086,1.08,71.0,9,0,,
54.336,0.6647,0.4951,0.1378,1.044,1.039,72.24,9,0,,
54.4,0.6661,0.4953,0.1378,1.003,0.997,68.58,9,0,,
54.464,0.6674,0.4955,0.1378,0.966,0.959,70.9,9,0,,
54.528,0.6687,0.4957,0.1378,0.928,0.922,71.69,9,0,,
54.592,0.6699,0.4959,0.1355,0.884,0.894,71.09,9,0,,
54.656,0.6711,0.496,0.1355,-2.085,2.085,68.53,10,0,,
54.72,0.671,0.496,0.2326,-2.085,2.085,69.05,10,0,,
54.784,0.6711,0.496,0.3298,-2.085,2.085,71.21,10,0,,
54.848,0.6711,0.496,0.4246,-2.085,2.085,73.21,10,0,,
54.912,0.6711,0.496,0.5195,-2.085,2.085,75.22,10,0,,
54.976,0.671,0.496,0.6166,-2.085,2.085,73.87,10,0,,
55.04,0.671,0.496,0.7115,-2.085,2.085,69.46,10,0,,
55.104,0.671,0.496,0.8086,-2.085,2.085,68.3,10,0,,
55.168,0.671,0.496,0.9034,-1.829,1.829,69.34,10,0,,
55.232,0.671,0.496,0.9893,-1.531,1.531,68.7,10,0,,
55.296,0.671,0.496,1.0593,-1.287,1.287,72.42,10,0,,
55.36,0.671,0.496,1.118,-1.083,1.083,69.68,10,0,,
55.424,0.671,0.496,1.1677,-0.911,0.911,72.66,10,0,,
55.488,0.671,0.496,1.2106,-0.762,0.762,69.91,10,0,,
55.552,0.671,0.496,1.2445,-0.644,0.644,69.1,10,0,,
55.616,0.671,0.496,1.2738,-0.542,0.542,68.89,10,0,,
55.68,0.671,0.496,1.2987,-0.455,0.455,70.21,10,0,,
55.744,0.671,0.496,1.319,-0.385,0.385,70.52,10,0,,
55.808,0.671,0.496,1.3371,-0.322,0.322,71.78,10,0,,
55.872,0.671,0.496,1.3529,-0.267,0.267,70.45,10,0,,
55.936,0.671,0.496,1.3642,-0.228,0.228,70.0,10,0,,
56.0,0.671,0.496,1.3755,-0.188,0.188,70.99,10,0,,
56.064,0.671,0.496,1.3845,-0.157,0.157,73.88,10,0,,
56.128,0.671,0.496,1.3913,-0.134,0.134,69.96,10,0,,
56.192,0.671,0.496,1.3981,-0.11,0.11,70.51,10,0,,
56.256,0.671,0.496,1.4026,-0.094,0.094,70.82,10,0,,
56.32,0.671,0.496,1.4071,-0.079,0.079,69.55,10,0,,
56.384,0.671,0.496,1.4116,3.84,3.965,68.27,10,0,,
56.448,0.6718,0.5011,1.4139,3.846,3.959,65.99,10,0,,
56.512,0.6726,0.5061,1.4161,3.852,3.953,68.1,10,0,,
56.576,0.6734,0.5112,1.4184,3.859,3.946,72.24,10,0,,
56.64,0.6742,0.5162,1.4207,3.866,3.939,71.73,10,0,,
56.704,0.6749,0.5213,1.4207,3.865,3.94,72.9,10,0,,
56.768,0.6757,0.5263,1.4229,3.872,3.933,69.68,10,0,,
56.832,0.6764,0.5313,1.4252,3.879,3.926,66.46,10,0,,
56.896,0.6772,0.5364,1.4252,3.878,3.927,69.94,10,0,,
56.96,0.6779,0.5415,1.4274,3.885,3.92,71.04,10,0,,
57.024,0.6787,0.5466,1.4274,3.884,3.92,68.19,10,0,,
57.088,0.6794,0.5516,1.4297,3.892,3.913,70.45,10,0,,
57.152,0.6801,0.5567,1.4297,3.891,3.913,74.02,10,0,,
57.216,0.6808,0.5617,1.432,3.899,3.906,70.72,10,0,,
57.28,0.6815,0.5668,1.432,3.899,3.906,69.05,10,0,,
57.344,0.6822,0.5719,1.4297,3.774,3.798,69.69,10,0,,
57.408,0.6829,0.5768,1.432,3.637,3.645,74.77,10,0,,
57.472,0.6836,0.5815,1.432,3.497,3.506,67.24,10,0,,
57.536,0.6842,0.5861,1.432,3.361,3.37,68.32,10,0,,
57.6,0.6848,0.5904,1.432,3.233,3.242,69.84,10,0,,
57.664,0.6854,0.5946,1.432,3.108,3.118,66.12,10,0,,
57.728,0.686,0.5987,1.432,2.988,2.998,70.09,10,0,,
57.792,0.6865,0.6025,1.432,2.874,2.885,70.12,10,0,,
57.856,0.6871,0.6063,1.4342,2.771,2.766,70.15,10,0,,
57.92,0.6876,0.6099,1.432,2.656,2.666,69.25,10,0,,
57.984,0.688,0.6134,1.432,2.554,2.565,70.15,10,0,,
58.048,0.6885,0.6167,1.432,2.456,2.467,68.97,10,0,,
58.112,0.6889,0.6199,1.432,2.361,2.373,69.86,10,0,,
58.176,0.6894,0.6229,1.432,2.271,2.283,71.21,10,0,,
58.24,0.6898,0.6259,1.4342,2.19,2.187,67.62,10,0,,
58.304,0.6902,0.6287,1.4342,2.107,2.104,72.29,10,0,,
58.368,0.6906,0.6315,1.432,2.018,2.031,67.34,10,0,,
58.432,0.6909,0.6341,1.4342,1.949,1.946,69.59,10,0,,
58.496,0.6913,0.6366,1.4342,1.873,1.87,69.8,10,0,,
58.56,0.6916,0.6391,1.4342,1.802,1.799,69.16,10,0,,
58.624,0.6919,0.6414,1.4342,1.734,1.731,69.22,10,0,,
58.688,0.6922,0.6437,1.4342,1.666,1.663,70.39,10,0,,
58.752,0.6925,0.6458,1.4342,1.602,1.599,67.17,10,0,,
58.816,0.6928,0.6479,1.4342,1.542,1.538,71.94,10,0,,
58.88,0.6931,0.6499,1.4342,1.482,1.478,71.53,10,0,,
58.944,0.6934,0.6518,1.4342,0.0,0.0,69.64,11,0,,
